,title,location,Date,link,,
23,Awake Overnights-Teen Living/Parenting-Melrose, (Melrose),11-Jun,https://boston.craigslist.org/gbs/npo/d/melrose-awake-overnights-teen-living/7139921035.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Awake Overnight Opportunities - Teen Living/Parenting Program

Full-Time & Part-Time Shifts:  Chelsea&Melrose (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families. The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions:
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions.
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed.
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources.
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift.
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups.

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a

To learn more about Centerboard, please visit www.centerboard.org    "
24,Awake Overnight Direct Care, (Salem),11-Jun,https://boston.craigslist.org/nos/npo/d/salem-awake-overnight-direct-care/7139750646.html,"
compensation: $13 - $14 per hour based on experience

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Lifebridge North Shore is seeking Direct Care professionals to work at our emergency homeless shelter site in Salem, MA. Our mission is to support unattached adults (men and women) to achieve stability and self-sufficiency in order to end their homelessness. We do this through the provision of Intensive Case Management and Supportive Services to all clients. Direct Care serves as an extension of Case Management, providing both operational support and direct client services.

We are looking for motivated, dependable additions to our growing team for the following shifts:

Overnight Shifts: 12am-8am


Responsibilities of Direct Care Staff include, but are not limited to, the following:

General Duties:
- Arrive on time for and stay for the full duration of all assigned shifts
- Maintain appropriate client/staff boundaries at all times
- Maintain client confidentiality at all times
- Work effectively with all co-workers, including fellow direct care, case management, kitchen, maintenance, operational, development, and administrative/executive staff.
- Communicate effectively and respectfully with clients, co-workers, volunteers, and community-based supports (including local law enforcement, EMS, visiting nurses and other client collaterals)

Administrative and Operational Functions:
- Answer telephone and field questions/requests as appropriate, take messages for clients and staff, and/or direct calls to other staff members as needed
- Maintain resident roster, bed cards, and census accurately throughout shift to ensure all residents are accounted for at all times; check for and request work and appointment schedules from residents
- Accept donations in a polite manner; document and appropriately organize and put away all donations
- Maintain detailed documentation in staff log of all significant events and interactions throughout your shift; complete incident reports as necessary for events such as interactions with local law enforcement, calls to 911, for an ambulance, or to crisis stabilization services, altercations among clients/guests, etc.
- Ensure all necessary supplies are fully stocked throughout shift, including materials in kitchen, bathrooms, dining room, and front desk area; check paper goods deliveries for accuracy and neatly put away all materials in designated storage areas


Direct Client Services:
- Support Case Management Team by conducting client intakes with new residents, reviewing all Lifebridge policies and procedures with incoming residents, administering and documenting results of drug and alcohol screenings, and documenting and communicating any concerning behaviors or interactions by clients to their Case Manager
- Ensure client safety at all times by completing property searches and campus rounds, heat treating personal property, and supervising client behavior and interactions in dorms, dining room, and outdoor property (i.e. courtyard, front steps, etc.)
- Count all controlled medications being held for residents with incoming/outgoing staff at start/end of shift; maintain strict accountability of all medications at all times; monitor the self-administration of medication by residents to ensure all medications are taken as prescribed by provider
- Monitor and sign-off on completion of chores by residents; as needed, explain chore assignments and assist with maintenance responsibilities to ensure safe, hygienic shelter environment at all times
- Monitor community meals and ensure safe and appropriate interactions among residents and other community members utilizing this service


Compensation begins at $13/hour, but may vary based on experience, and shift assignment.

To be considered for this position, please submit your resume to: Rebecca Kaplan - Senior Case Manager

Experience working in homeless, addiction/recovery, and/or behavioral health services is preferred, but not required. Candidates with personal experience of homelessness, recovery from drugs/alcohol, and behavioral health treatment, and students in the fields of human services, social work, nursing, public policy, etc. are encouraged to apply.

Job Type: Part-time

Pay: $13.00 per hour    "
25,Managing Director Jewish Congregation, (Cambridge),10-Jun,https://boston.craigslist.org/gbs/npo/d/cambridge-managing-director-jewish/7139441224.html,"
compensation: $50,000

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Kahal B’raira (KB), is Greater Boston’s vibrant and growing congregation for Humanistic Judaism. We have a diverse membership who seek an engaging, non-theistic way to connect themselves and their children with Jewish history, traditions, literature, and music. Members believe in the human capacity to create a better world. 

The Managing Director supervises every aspect of the congregation’s functioning. This includes: 
• Working closely with the president and executive committee; 
• Supervising core staff (education director, music director, and facilities personnel); 
• Recruiting and helping to train volunteers 
• Maintaining open lines of communication with members through a monthly bulletin, listserv notices, personal contact, and the website; 
• Working with our Treasurer and an outside accountant to manage the congregation’s finances (including performing a variety of administrative tasks);
• Assisting with programming, outreach, and fundraising;

Candidates who prefer a part-time position are encouraged to apply; as a small congregation KB both values and offers flexibility.

Please visit https://kahalbraira.org/ to learn more about our unique congregation. Go to https://shj.org/ for more information about Humanistic Judaism. Then apply by sending a cover letter and resume.
"
26,Case Manager - Youth ages 18-24, (Arlington),10-Jun,https://boston.craigslist.org/gbs/npo/d/medford-case-manager-youth-ages-18-24/7139411201.html,"
compensation: 17 $ per hour Depending on Experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Wayside's Young Adult Program, Twelve
Prescott is looking for full-time, compassionate and dedicated Transition
Facilitator to provide case management of 5-6 assigned clients in the community
(program apartments or in-home), outreach to clients living in the community,
assessment of individuals abilities with regard to transportation, medication
administration, health/wellness, budgeting and substance abuse and development
of treatment plans around relevant needs. 
The transition facilitator also provides support to clients who live in the staffed
apartment in Arlington.

Bachelor’s degree in counseling, psychology or related field. Experience
working in a community-based setting and/or residential setting with youth is
preferred. Valid driver’s license and reliable transportation required.
Bilingual/Bicultural candidates are strongly encouraged to apply
"
27,Community Support Worker," (medford, MA)",10-Jun,https://boston.craigslist.org/gbs/npo/d/medford-community-support-worker/7139353694.html,"
compensation: Up to 15.55

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


Community Support Worker wanted

we have opening for day positions Monday to Friday and in Residential with multiple shift openings to suit your schedule

GENERAL DESCRIPTION:
Provides individuals in community-based program with support services designed to promote the independence, productivity, integration and inclusion in community.  This position implements programs aimed at teaching new skills in the areas of self-care, managing behavior, community integration and other activities of daily living. This is carried out with respect and dignity and in accordance with Walnut Street Inc.(WSC) policies and procedures. 

ESSENTIAL DUTIES AND RESPONSIBILITIES: 
1.	Direct Support Skills
	Follow age and population specific recommendations.  Understands and applies competencies specific to the general characteristics of each age group and specific population served
	Activities of Daily Living   Assists individuals with Activities of Daily living which includes but is not limited to; personal hygiene/self-care tasks, dressing.
	Provides therapeutic environment. Provides supervision to insure safety and well- being of individuals. . Provides supports that promote independence through skill building programs. Encourages participation and is helpful, supportive and respectful of differences with regards to unique needs, age, gender and culture of the individual being supported.
	Assists with the development, implementation, evaluation and documentation of individual’s treatment plans (ISP, DHSP).  Provides case management as assigned; assessing individual’s skill set and areas of need, participating in the development of treatment plan and evaluating the effectiveness of the goals, objectives, plans and procedures. Implements formal skills building programs, as identified in treatment plan
	Health Maintenance.  Assists individuals to participate in health related activities according to WSC and/or DDS policy

We off medical, dental, vision, tuition reimbursement, 401K , sick, vacation, personal time, company paid life and long term disability

Must pass CORI, Driving Record, and Fingerprinting    "
28,Outreach Coordinator, (Framingham),9-Jun,https://boston.craigslist.org/gbs/npo/d/framingham-outreach-coordinator/7138807059.html,"
compensation: 17.50 to 20.32

employment type: full-time

non-profit organization

","

QR Code Link to This Post


South Middlesex Opportunity Council (SMOC), headquartered in Framingham, MA is a multi-service organization that works in the community organizing resources for social change & economic independence. Our four main areas of programming include Behavioral Health Services, Comprehensive Housing Services, Employment and Education, and Family & Nutrition.

We offer a competitive salary, excellent benefits package, and an exceptional time off program. We believe in the quality of life for all individuals including our employees.

BENEFITS TO WORKING AT SMOC
We offer full-time employees a myriad of benefits including major medical and dental, long term disability and life insurance, 403b retirement plan, tuition assistance and remission, 12 paid holidays per year, paid sick time, paid bereavement time and generous accrued paid vacation time. We believe in work-life balance. We don’t just say we have great benefits we actually live it!

SMOC Behavioral Healthcare (SBH)
SMOC Behavioral Healthcare is a division of SMOC that provides substance abuse and mental health outpatient services to individuals, children, and families. In addition, SBH provides substance abuse residential services to individuals including pregnant and post-partum women. It has as its mission:

• Helping individuals and families regain and maintain emotional well-being and assisting them to live productive and self-sufficient lives
• Being a part of SMOC’s vision to have a continuum of care for clients transitioning through many levels of care
• Helping individuals and heads of household achieve and maintain sobriety
In carrying out this mission, we treat all people with respect, we empower people to be responsible we consider the whole person, we ensure a safe environment for all, we promote a culturally sensitive workplace, and we encourage family and community ties.

SUMMARY
Provide coordination of care to clients at the Recovery Support Center. Services provided include outreach, education, and referral services, acting as a key point person and expert in substance use disorders and substance use services within SMOC and in the broader community.

PRIMARY RESPONSIBILITIES
• Outreach to treatment programs and other community-based resources to establish contacts for client referral.
• Outreach to other community-based programs, communities, cities, and towns, and internally to provide education around substance use resources.
• Outreach to MetroWest DPH offices and other health care providers to collaborate on education in the area.
• Attend appropriate task force meetings in the MetroWest area and act as the liaison between the task force and the agency.
• Serve as a conduit between internal programs and external organizations; assist these providers with referrals for clients to the appropriate level of care services, such as inpatient, IOP, or Peer Recovery Coach services.
• Engage all clients by understanding and addressing their needs whether within or outside the scope of work.
• Attend & participate in team meetings as requested and communicate effectively with clients and staff in other areas.
• Maintain confidentiality of client, employee, and agency information in accordance with federal and state laws and funder requirements.
• Ensure compliance with program/department, agency and/or funder requirements, as well as, SMOC policies & procedures.
• Other duties as assigned.

KNOWLEDGE AND SKILL REQUIREMENTS
• Bachelor’s Degree preferred, or a minimum of three years experience in Human Services or related field.
• Minimum one-year assessment, advocacy, and case management skills.
• Sensitivity to low-income people of diverse backgrounds; excellent listening skills.
• Ability to work independently.
• Good written and verbal communication skills.
• Bi-lingual preferred.
• Must have valid driver’s license, reliable transportation, and meet insurance standards.
• Lived experience of recovery in the context of substance use and mental health
• Comfortable presenting in front of groups; organized and a self-starter.

ORGANIZATIONAL RELATIONSHIP
• Directly reports to the Program Director.
• Direct reports of this position are none.

PHYSICAL REQUIREMENTS
• Ability to drive a vehicle

WORKING CONDITIONS
Some travel via car is required. As part of the responsibilities of this position, the Substance Use Program Coordinator will have direct or incidental contact with clients served by SMOC in various programs funded or administered through the Executive Office of Health and Human Services. A successful background check is required.    "
29,Community Coordinator," (Plymouth, MA)",8-Jun,https://boston.craigslist.org/sob/npo/d/plymouth-community-coordinator/7138074874.html,"
compensation: $50,000 - $60,000

employment type: full-time

non-profit organization

","

QR Code Link to This Post


HEALing Communities Study – Plymouth
Location:	Plymouth, MA
Position Type:	Grant Funded - Full time (this is an 18 month position from 7/1/20 through 12/31/21)
Reports to:	PCO Hope Executive Director
Salary:		$50,000 to $60,000
The Community Coordinator will serve as the organizer of the Town of Plymouth community coalition and partner closely with the HCS research team, particularly the Community Engagement Facilitator. This position will be based in Plymouth to build the capacity of the local HCS designated community coalition, reduce the administrative burden for the HCS community fiscal agent and other community partners, and prepare the Plymouth coalition for sustainability of community-led efforts beyond the term of the grant. An ideal Community Coordinator candidate should believe strongly in the value of harm reduction for preventing deaths and the importance of having voices of people with lived experience at the table.

Objective of Study
The objective of HCS is to reduce opioid overdose deaths by 40% using a community-engaged, phased intervention process referred to as the Communities That HEAL (CTH) intervention. The CTH intervention is a coalition-led, data-driven process designed to guide the community toward an action plan that will address their specific community needs.
Specific goals of the HCS include:
 1) increasing naloxone distribution and overdose prevention education; 
 2) increasing access to medication for opioid use disorder (MOUD); and
 3) improving opioid prescribing safety.
 Duties and Responsibilities
* Serve as the organizer of the HCS designated community coalition and partner closely with the HCS Community Engagement Facilitator.
* Collaborate with the HCS Community Engagement Facilitator on coalition building, stakeholder engagement, agenda development, training needs, planning, and other coalition-related tasks as needed
 *Help to identify and expand a diverse and representative set of key stakeholders to serve on the HCS designated coalition, including content area champions related to naloxone, medications for opioid use disorder, opioid prescription safety, data, and communications
*Work constructively with a diverse group of key stakeholders, including community leaders, addiction treatment providers, law enforcement, medical and mental health providers, and recovery programs
*Schedule meetings and convene local and regional stakeholders monthly to populate the HCS designated coalition as frequently as necessary to achieve CTH milestones.
*Support HCS designated coalition through the six phases of the CTH intervention which culminates in the development and implementation of a community action plan to adopt and expand evidence-based OUD practices
Facilitate the designated coalition to develop a coalition charter and meet expectations set by both the charter and the CTH intervention (provided by HCS).
*Co-facilitate coalition meetings based on the phases of the CTH intervention, including a needs assessment, selection of evidence-based practices, monitoring/evaluation, and shaping local communications campaigns
*Engage the HCS anchor agency (a designated community health clinic) to support expansion of access to medications for opioid use disorder treatment and other evidence-based practices in accordance with the community action plan.
*Create plans to promote sustainability of coalition activities.
*Work with the HCS Community Engagement Facilitator to address training, technical assistance, and capacity building requests by the designated coalition.
*Partner with the Community Engagement Facilitator and Communications Champion to prepare and disseminate information to coalition, regional partners and the public to promote a better understanding of the goals of the grant and the interventions identified by the coalition.
*Assist the HCS Community Data Manager to coordinate data collection activities, including surveys, focus groups, and key informant interviews as necessary.
*Liaise with the HCS Communications Core, identify coalition members and partners to execute communications efforts, develop a dissemination plan, and interface with media outlets.
*Promote the inclusion of people who use drugs, people with lived experience, families, people of color, homeless individuals, and other key populations.
*Support diverse perspectives, constructive dialogue and consensus building among coalition members with a variety of backgrounds.
*Work with the HCS personnel to monitor local study-related budgets and funding, as appropriate.
*Work with Fiscal Agent to ensure timely submission of all documents for funding and reimbursement.
*Other duties assigned as necessary.

Qualifications
Flexibility and willingness to work as part of a co-facilitating team with the Community Engagement Facilitator
Local expertise, relationships, and knowledge of community history and dynamics.
Strong meeting planning, scheduling, and facilitation skills
Experience building and coordinating coalitions of diverse stakeholders
Capable of communicating among many partners in organized and clear manner
Strong writing and public speaking skills
Alignment with cultural humility and the tenets of harm reduction
Experience with research and working with substance use disorder and MAT
Knowledge of current practice standards in substance use, specifically opioid use, treatment
Strong familiarity with the Town of Plymouth and knowledge of the community being served
Three to five years’ experience in public health, social work, community health or similar field in human services including substance use disorder.
Lived experience is a plus.
Valid Drivers License and reliable transportation
Flexible schedule to include some nights and weekends

EQUAL OPPORTUNITY EMPLOYER:
PCO Hope is committed to maintaining a work and learning environment free from discrimination on the basis of race, color, religion, national origin, pregnancy, gender identity, sexual orientation, marital/civil union status, ancestry, place of birth, age, citizenship status, veteran status, political affiliation, genetic information or disability, as defined and required by state and federal laws. Additionally, we prohibit retaliation against individuals who oppose such discrimination and harassment or who participate in an equal opportunity investigation.

Qualified individuals are encouraged to apply with resume and cover letter no later than 6/15/20.

The HEALing Communities Study (HCS) was launched by the National Institutes of Health (NIH), National Institute of Drug Abuse (NIDA), and the Substance Abuse Mental Health Services Administration (SAMHSA) in 67 communities across 4 states (KY, MA, NY, OH) in April 2019. In Massachusetts, the research study is being led by Boston Medical Center (BMC).

"
30,Boston Veterinary Care - Veterinary Technician, (Boston),8-Jun,https://boston.craigslist.org/gbs/npo/d/boston-boston-veterinary-care/7137989090.html,"
compensation: Hourly

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Use your skills, contribute, and make a difference! 
The Animal Rescue League of Boston is seeking an enthusiastic full-time Certified Veterinary Technician or experienced non-certified Veterinary Technician to join Boston Veterinary Care.
Who we are: 
•	Boston Veterinary Care is a busy small animal, four-doctor veterinary practice located in Boston’s beautiful and historic South End. We see appointments and perform a wide variety of surgeries, with all profits from the hospital benefiting the shelter pets of the Animal Rescue League.
What we offer: 
•	An excellent benefit package, easy access to public transportation and free parking.
What you will do:
•	You will be involved in all aspects of patient care, including assisting doctors in clinical appointments, surgery prep, anesthesia monitoring and recovery
•	You will be encouraged to share your thoughts to improve how we deliver our best care and service.
•	You will help us improve our services and continue to grow as a team of caring veterinary professionals who work to exceed the expectations of our clients, provide exceptional care to our patients and build a team that has fun, supports each other and learns together.
*Previous experience in a veterinary clinic is required. Non-CVTs must have at least three years of experience.
To apply & view full job description: please go to our website at: https://www.arlboston.org/careers/
"
31,Veterinary Technician/Assistant - Dedham, (Dedham),8-Jun,https://boston.craigslist.org/gbs/npo/d/dedham-veterinary-technician-assistant/7137987278.html,"
compensation: Hourly

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Animal Rescue League (ARL) of Boston is seeking a Full-Time Veterinary Technician/Assistant to join our Community and Shelter Medicine Dedham team. We are a fast-paced animal welfare organization that provides medical and surgical care to animals in our three Animal Care and Adoption Facilities (Boston, Dedham, and Brewster) as well as animals and their families in the communities in which they live. 
A high level of professionalism and strong customer service skills are mandatory for this position. Working with the public, volunteers and veterinary staff in a small environment makes strong interpersonal skills and a willingness to be a team player, absolute requirements. This position has to maintain flexibility in duties and responsibilities to best fit the changing needs of the Community and Shelter Medicine department and the mission of the Animal Rescue League of Boston.
 This position is based out of our Dedham, MA location.
In addition to our standard benefits package that we offer to our full-time employees, we also offer: 
•	Set work week 
•	Paid Time Off: Vacation, Sick & Personal
•	Health, Dental, and Vision 
•	11 company paid holidays
•	Retirement Plan (403b) with employer matching programs
•	Employee Assistance Program (EAP)
•	Generous pet care reimbursement and discounts
•	Paid CE with time off for CE courses
•	Paid association memberships
•	Paid license fees and renewals
•	Working for a 501(c)(3) organization may help you qualify for the Public Service Loan Forgiveness Program

We are excited to add a positive team player who values exceptional medical standards of care. 
To apply & view full job description: please go to our website at https://www.arlboston.org/careers/

"
32,Veterinary Technician - Spay Waggin'," (Carver, MA)",8-Jun,https://boston.craigslist.org/sob/npo/d/carver-veterinary-technician-spay-waggin/7137982335.html,"
compensation: Hourly

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Animal Rescue League (ARL) of Boston is seeking a Full-Time Veterinary Technician to join our Community and Shelter Medicine Spay Waggin’ team. The ARL is a fast-paced animal welfare organization that provides medical and surgical care to animals in our three Animal Care and Adoption Facilities (Boston, Dedham, and Brewster) as well as animals and their families in the communities in which they live.
The Spay Waggin’ is a mobile veterinary surgical unit that provides low cost spay/neuter services to animals in Southeastern Massachusetts and Cape Cod.
A high level of professionalism and strong customer service skills are mandatory for this position. Working with the public, volunteers and veterinary staff in a small environment makes strong interpersonal skills and a willingness to be a team player, absolute requirements. This position has to maintain flexibility in duties and responsibilities to best fit the changing needs of the Community and Shelter Medicine department and the mission of the Animal Rescue League of Boston.
This position is based out of our Carver, MA location.
In addition to our standard benefits package that we offer to our full-time employees, we also offer:
•	Set 4-day work week
•	Paid Time Off: Vacation, Sick & Personal
•	Health, Dental, and Vision
•	11 company paid holidays
•	Retirement Plan (403b) with employer matching programs
•	Employee Assistance Program (EAP)
•	Generous pet care reimbursement and discounts
•	Assistance with obtaining CVT licensure
•	Paid license fees and renewals
•	Paid CE with time off to attend CE courses
•	Working for a 501(c)(3) organization may help you qualify for the Public Service Loan Forgiveness Program
We are excited to add a positive team player who values exceptional medical standards of care.
To apply & view full job description: please go to our website at https://www.arlboston.org/careers/
"
33,Veterinary Technician - Dedham," (Dedham, MA)",8-Jun,https://boston.craigslist.org/gbs/npo/d/dedham-veterinary-technician-dedham/7137980256.html,"
compensation: Hourly

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Animal Rescue League (ARL) of Boston is seeking a Full-Time Veterinary Technician to join our Community and Shelter Medicine Dedham team. We are a fast-paced animal welfare organization that provides medical and surgical care to animals in our three Animal Care and Adoption Facilities (Boston, Dedham, and Brewster) as well as animals and their families in the communities in which they live. 
A high level of professionalism and strong customer service skills are mandatory for this position. Working with the public, volunteers and veterinary staff in a small environment makes strong interpersonal skills and a willingness to be a team player, absolute requirements. This position has to maintain flexibility in duties and responsibilities to best fit the changing needs of the Community and Shelter Medicine department and the mission of the Animal Rescue League of Boston.
 This position is based out of our Boston, MA location.
In addition to our standard benefits package that we offer to our full-time employees, we also offer: 
•	Set 4 day work week 
•	Paid Time Off: Vacation, Sick & Personal
•	Health, Dental, and Vision 
•	11 company paid holidays
•	Retirement Plan (403b) with employer matching programs
•	Employee Assistance Program (EAP)
•	Generous pet care reimbursement and discounts
•	Paid CE with time off for CE courses
•	Paid association memberships
•	Paid license fees and renewals
•	Working for a 501(c)(3) organization may help you qualify for the Public Service Loan Forgiveness Program

We are excited to add a positive team player who values exceptional medical standards of care. 
To apply & view full job description: please go to our website at https://www.arlboston.org/careers/

"
34,Veterinary Technician - Boston, (Boston),8-Jun,https://boston.craigslist.org/gbs/npo/d/boston-veterinary-technician-boston/7137957633.html,"
compensation: Hourly

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Animal Rescue League (ARL) of Boston is seeking a Full-Time Veterinary Technician to join our Community and Shelter Medicine Boston team. We are a fast-paced animal welfare organization that provides medical and surgical care to animals in our three Animal Care and Adoption Facilities (Boston, Dedham, and Brewster) as well as animals and their families in the communities in which they live. 
A high level of professionalism and strong customer service skills are mandatory for this position. Working with the public, volunteers and veterinary staff in a small environment makes strong interpersonal skills and a willingness to be a team player, absolute requirements. This position has to maintain flexibility in duties and responsibilities to best fit the changing needs of the Community and Shelter Medicine department and the mission of the Animal Rescue League of Boston.
 This position is based out of our Boston, MA location.
In addition to our standard benefits package that we offer to our full-time employees, we also offer: 
•	Set 4 day work week 
•	Paid Time Off: Vacation, Sick & Personal
•	Health, Dental, and Vision 
•	11 company paid holidays
•	Retirement Plan (403b) with employer matching programs
•	Employee Assistance Program (EAP)
•	Generous pet care reimbursement and discounts
•	Paid CE with time off for CE courses
•	Paid association memberships
•	Paid license fees and renewals
•	Working for a 501(c)(3) organization may help you qualify for the Public Service Loan Forgiveness Program

We are excited to add a positive team player who values exceptional medical standards of care. 
To apply & view full job description: please go to our website at https://www.arlboston.org/careers/

"
35,Day Program Instructors Needed," (Weymouth, Rockland, and Braintree)",5-Jun,https://boston.craigslist.org/sob/npo/d/east-weymouth-day-program-instructors/7136498984.html,"
compensation: $14 per hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post


  Day Program Instructor Weymouth, MA Work with us at Vinfen  "
36,Developmental Services -New program opening and we need your help!, (North Andover),5-Jun,https://boston.craigslist.org/nwb/npo/d/north-andover-developmental-services/7136346557.html,"
compensation: Great Pay Rates, flexible schedule options, and amazing Benefits!

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


 ★ Residential Counselors needed at Vinfen  - Hiring Now! ★ 

Attention Job Seekers who are passionate about Human Services! 
Vinfen is hiring Residential Counselor & Awake Overnight Counselors to work in our new residential program in North Andover, MA. Apply today to become a crucial part of the successful opening!  

 Vinfen employees are transforming lives together – how about you? "
37,Relief Licensed Practical Nurse (LPN), (Boston),4-Jun,https://boston.craigslist.org/gbs/npo/d/dorchester-center-relief-licensed/7135917121.html,"
compensation: Great Pay Rates, flexible schedule options, and amazing Benefits!

employment type: employee's choice

","

QR Code Link to This Post


Additional $1 per hour increase awarded through July 4th!

*Vinfen is looking to hire a Relief  LPN in our Greater Boston Area!* 

As a Relief Licensed Practical Nurse (L.P.N.), you will participate in the comprehensive assessment of physical health of the people Vinfen serves on a per diem basis. Your work will be in a clinically intensive program that is tailored to meet the needs of an adult population who have brain injuries, intellectual and developmental disabilities in addition to complex health needs. In your role you will work together with the people we serve, their families, friends, employers, and other support staff to transform their lives.

L.P.N. duties include providing nursing care, administering medication under the Medication Administration Plan (MAP) guidelines, and assisting individuals to become more a part of their communities. You will employ rehabilitation values, principles and techniques, including skills training, to help individuals served overcome barriers and to live more independently.

Additionally, the L.P.N. will communicate any change in status to appropriate individuals, perform individual assessments with any change of status, and provide skilled nursing interventions as indicated..

Requirements

A high school diploma or equivalent is required
Prior experience working in a human services setting strongly preferred
1-2 years supervised practical experience, including internships, in a clinical or rehabilitation setting preferred.

All applicants must:

✓Current L.P.N. license.


✓Must have a current, valid, US drivers' license for at least one year and access to a reliable, fully insured vehicle

✓Be willing to transport clients.

✓Must be able to become CPR and First Aid certified within two weeks of hire and become MAP certified within 150 days of hire.


How to Apply

Please click on the link below to view schedule ,  pay, create an account,  complete application and upload current resume"
38,"Part-Time Home Delivered Meals Drivers, $15/hour", (Waltham),4-Jun,https://boston.craigslist.org/gbs/npo/d/waltham-part-time-home-delivered-meals/7135913170.html,"
compensation: $15.00/hour (15 hours/week)

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Looking to give back? Consider delivering meals to local seniors! Springwell is seeking Part-Time Meals on Wheels Drivers to deliver meals to seniors living in Brookline, Newton and Watertown! This position offers $15.00/hour for a 15-hour work week: Monday - Friday from 10:00 a.m. - 1:00 p.m. Benefits include paid holidays, sick, and vacation time.
Mileage reimbursement of $0.57 per mile for route. 
QUALIFICATIONS
A reliable car, current driver's license, and safe driving record required.
Must be able to lift 25lbs.
Must have excellent customer service skills and enjoy working with elders.
Some experience with elders, preferred.
Knowledge of geographic area a plus.
We look forward to hearing from you soon!
 
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Boston, Nutrition, Meals on Wheels, Driver, Dining, Food Service, Health Care, Nonprofit, Elder, Elderly Housing, Geriatric Care, Assisted Living, Human Services, Delivery
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://www.applicantpro.com/openings/springwell/jobs/1420752-143011 "
